Platform,Manufactur,Year,Publisher,NA,EU,JP,Other,Global,Critic_Score,Critic_Count,User_Score,User_Count,Developer
XB,Microsoft,2002,Microsoft Game Studios,0.39,0.16,0.0,0.02,0.57,87.0,32.0,8.3,19.0,Digital Illusions
PS2,Sony,2004,Capcom,0.19,0.15,0.17,0.05,0.57,58.0,35.0,7.7,70.0,Capcom
PS3,Sony,2008,Take-Two Interactive,0.08,0.36,0.0,0.12,0.57,75.0,36.0,7.5,20.0,Pam Development
PS2,Sony,2003,Ubisoft,0.28,0.22,0.0,0.07,0.57,73.0,37.0,8.6,35.0,Ubisoft Paris
PSP,Sony,2007,Eidos Interactive,0.21,0.22,0.0,0.13,0.57,78.0,32.0,8.2,28.0,Crystal Dynamics
3DS,Nintendo,2012,Xseed Games,0.32,0.0,0.21,0.03,0.57,78.0,33.0,8.1,122.0,Neverland
PS3,Sony,2009,SouthPeak Games,0.36,0.11,0.03,0.07,0.57,77.0,66.0,8.0,96.0,Silicon Studio
Wii,Nintendo,2009,THQ,0.22,0.28,0.0,0.06,0.56,62.0,6.0,8.0,4.0,Asobo Studio
PS,Sony,2000,Capcom,0.11,0.08,0.34,0.04,0.56,83.0,10.0,8.9,45.0,Capcom
GC,Nintendo,2003,Activision,0.44,0.11,0.0,0.02,0.56,77.0,29.0,7.3,29.0,Exakt
PS2,Sony,2007,Square Enix,0.23,0.18,0.09,0.06,0.56,83.0,49.0,8.6,59.0,Vanilla Ware
PC,Microsoft,2014,Electronic Arts,0.22,0.3,0.0,0.04,0.56,86.0,29.0,6.2,1727.0,Respawn Entertainment
PS2,Sony,2006,Electronic Arts,0.28,0.22,0.0,0.07,0.56,66.0,18.0,8.6,14.0,EA Tiburon
GBA,Nintendo,2003,Electronic Arts,0.4,0.15,0.0,0.01,0.56,77.0,13.0,8.2,11.0,Griptonite Games
PS2,Sony,2001,Midway Games,0.28,0.22,0.0,0.07,0.56,78.0,18.0,7.6,8.0,Black Box
Wii,Nintendo,2008,Vivendi Games,0.34,0.17,0.0,0.05,0.56,64.0,11.0,6.5,19.0,Etranges Libellules
GBA,Nintendo,2004,Nintendo,0.31,0.11,0.13,0.01,0.56,66.0,10.0,7.5,6.0,Nintendo
