Platform,Manufactur,Year,Publisher,NA,EU,JP,Other,Global,Developer
WiiU,Nintendo,2014,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,Other
PSP,Sony,2012,Idea Factory,0.0,0.0,0.03,0.0,0.03,Other
PC,Microsoft,2007,THQ,0.01,0.01,0.0,0.0,0.03,Asobo Studio
PS3,Sony,2010,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,Other
WiiU,Nintendo,2012,Ubisoft,0.01,0.01,0.0,0.0,0.03,Ubisoft Paris
PS,Sony,1999,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,Other
DS,Nintendo,2011,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,Other
PS2,Sony,2008,Idea Factory,0.0,0.0,0.03,0.0,0.03,Other
PS2,Sony,2007,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,Other
PC,Microsoft,2005,NCSoft,0.03,0.0,0.0,0.0,0.03,ArenaNet
GC,Nintendo,2003,Atlus,0.02,0.01,0.0,0.0,0.03,Other
PSV,Sony,2014,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03,Other
DS,Nintendo,2010,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,Other
DS,Nintendo,2011,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,Other
PS,Sony,1997,JVC,0.02,0.01,0.0,0.0,0.03,Other
PC,Microsoft,2011,Unknown,0.0,0.02,0.0,0.01,0.03,Bohemia Interactive
3DS,Nintendo,2013,Namco Bandai Games,0.03,0.0,0.0,0.0,0.03,Farsight Studios
3DS,Nintendo,2012,ChunSoft,0.0,0.0,0.03,0.0,0.03,Other
DS,Nintendo,2008,SNK Playmore,0.0,0.0,0.03,0.0,0.03,Other
PS2,Sony,2005,Konami Digital Entertainment,0.01,0.01,0.0,0.0,0.03,Genki
XB,Microsoft,2003,Midway Games,0.02,0.01,0.0,0.0,0.03,Midway
DS,Nintendo,2006,Majesco Entertainment,0.03,0.0,0.0,0.0,0.03,BudCat
3DS,Nintendo,2014,Namco Bandai Games,0.01,0.01,0.0,0.0,0.03,Bandai Namco Games
PC,Microsoft,2003,Vivendi Games,0.0,0.03,0.0,0.0,0.03,Relic
PS,Sony,2001,Encore,0.02,0.01,0.0,0.0,0.03,Other
PC,Microsoft,2003,Ubisoft,0.0,0.03,0.0,0.0,0.03,Ubisoft
X360,Microsoft,2010,Sega,0.0,0.0,0.03,0.0,0.03,Other
X360,Microsoft,2015,Bigben Interactive,0.0,0.03,0.0,0.0,0.03,HB Studios Multimedia
DS,Nintendo,2010,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,Other
PS2,Sony,2004,505 Games,0.01,0.01,0.0,0.0,0.03,Taito Corporation
PC,Microsoft,2011,Paradox Interactive,0.0,0.03,0.0,0.0,0.03,Other
PSP,Sony,2009,From Software,0.0,0.0,0.03,0.0,0.03,Other
PSV,Sony,2015,Sony Computer Entertainment,0.0,0.02,0.0,0.01,0.03,Virtual Toys
PSP,Sony,2008,Marvelous Interactive,0.0,0.0,0.03,0.0,0.03,Other
PS,Sony,1996,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03,Other
PSP,Sony,2006,Rising Star Games,0.03,0.0,0.0,0.0,0.03,Opus
GBA,Nintendo,2002,Namco Bandai Games,0.02,0.01,0.0,0.0,0.03,Namco
DS,Nintendo,2007,Ubisoft,0.0,0.03,0.0,0.0,0.03,Other
PSP,Sony,2007,Atari,0.03,0.0,0.0,0.0,0.03,"Metanet Software Inc., SilverBirch Studios"
PSP,Sony,2007,Sony Computer Entertainment,0.0,0.0,0.03,0.0,0.03,Other
PS,Sony,2001,Acclaim Entertainment,0.02,0.01,0.0,0.0,0.03,Attention To Detail
GBA,Nintendo,2004,Majesco Entertainment,0.02,0.01,0.0,0.0,0.03,Other
PS2,Sony,2007,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,Other
GBA,Nintendo,2005,Majesco Entertainment,0.02,0.01,0.0,0.0,0.03,Other
PSP,Sony,2010,Gust,0.0,0.0,0.03,0.0,0.03,Other
DS,Nintendo,2008,Rising Star Games,0.0,0.0,0.03,0.0,0.03,Other
GBA,Nintendo,2004,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03,Raylight Studios
DS,Nintendo,2008,Majesco Entertainment,0.02,0.0,0.0,0.0,0.03,"Mistwalker, Artoon"
N64,Nintendo,1998,Imagineer,0.02,0.01,0.0,0.0,0.03,Other
N64,Nintendo,1998,Infogrames,0.02,0.01,0.0,0.0,0.03,Other
N64,Nintendo,1999,Kemco,0.02,0.01,0.0,0.0,0.03,Other
X360,Microsoft,2010,G.Rev,0.0,0.0,0.03,0.0,0.03,Other
PC,Microsoft,2004,Sunflowers,0.0,0.02,0.0,0.01,0.03,Black Sea Studios
GBA,Nintendo,2003,Marvelous Interactive,0.02,0.01,0.0,0.0,0.03,Neverland
DS,Nintendo,2009,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,Other
PC,Microsoft,2013,Headup Games,0.0,0.03,0.0,0.0,0.03,Headup Games
PSP,Sony,2010,Marvelous Interactive,0.0,0.0,0.03,0.0,0.03,Other
DS,Nintendo,2007,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,Other
WiiU,Nintendo,2016,505 Games,0.0,0.03,0.0,0.0,0.03,"Engine Software, Re-Logic"
DS,Nintendo,2010,Hudson Soft,0.0,0.0,0.03,0.0,0.03,Other
SNES,Nintendo,1995,Taito,0.0,0.0,0.03,0.0,0.03,Other
GBA,Nintendo,2005,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03,Frame Studios Interactive
PSP,Sony,2008,Atari,0.03,0.0,0.0,0.0,0.03,Other
DS,Nintendo,2009,Sega,0.0,0.0,0.03,0.0,0.03,Other
PSP,Sony,2010,CyberFront,0.01,0.0,0.02,0.0,0.03,"PM Studios Inc., Pentavision Entertainment"
Wii,Nintendo,2010,Zoo Games,0.03,0.0,0.0,0.0,0.03,Ubisoft
PS3,Sony,2012,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,Other
PS2,Sony,2010,Idea Factory,0.0,0.0,0.03,0.0,0.03,Other
PC,Microsoft,2005,Vivendi Games,0.0,0.03,0.0,0.0,0.03,Mad Doc Software
PSP,Sony,2011,Idea Factory,0.0,0.0,0.03,0.0,0.03,Other
DS,Nintendo,2007,Game Factory,0.03,0.0,0.0,0.0,0.03,Shin'en
PS,Sony,1998,Hudson Soft,0.02,0.01,0.0,0.0,0.03,Other
PS2,Sony,2007,Broccoli,0.0,0.0,0.03,0.0,0.03,Other
PS2,Sony,2009,Sweets,0.0,0.0,0.03,0.0,0.03,Other
SNES,Nintendo,1995,Angel Studios,0.0,0.0,0.03,0.0,0.03,Other
Wii,Nintendo,2007,Ubisoft,0.0,0.03,0.0,0.0,0.03,Other
PS,Sony,1996,JVC,0.02,0.01,0.0,0.0,0.03,Other
PS2,Sony,2006,Sega,0.0,0.0,0.03,0.0,0.03,Other
PSP,Sony,2007,Atari,0.03,0.0,0.0,0.0,0.03,zSlide
DS,Nintendo,2008,Pinnacle,0.0,0.03,0.0,0.0,0.03,Tragnarion Studios
PSV,Sony,2015,Compile Heart,0.0,0.0,0.03,0.0,0.03,Other
XOne,Microsoft,2016,Namco Bandai Games,0.01,0.02,0.0,0.0,0.03,Milestone S.r.l
DS,Nintendo,2009,Takara Tomy,0.0,0.0,0.03,0.0,0.03,Other
PC,Microsoft,2009,Atari,0.0,0.02,0.0,0.0,0.03,Stormregion
PS,Sony,1995,Kokopeli Digital Studios,0.02,0.01,0.0,0.0,0.03,Other
Wii,Nintendo,2008,Zoo Digital Publishing,0.03,0.0,0.0,0.0,0.03,Other Ocean Interactive
PS3,Sony,2013,5pb,0.0,0.0,0.03,0.0,0.03,Other
GBA,Nintendo,2004,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03,Raylight Studios
PC,Microsoft,2010,LucasArts,0.03,0.0,0.0,0.0,0.03,LucasArts
Wii,Nintendo,2010,Storm City Games,0.03,0.0,0.0,0.0,0.03,Storm City Games
PSV,Sony,2016,Kadokawa Games,0.0,0.0,0.03,0.0,0.03,Other
PSP,Sony,2006,Majesco Entertainment,0.03,0.0,0.0,0.0,0.03,Irem
3DS,Nintendo,2016,Rocket Company,0.0,0.0,0.03,0.0,0.03,Other
PS2,Sony,2008,Idea Factory,0.0,0.0,0.03,0.0,0.03,Other
GBA,Nintendo,2005,Atari,0.02,0.01,0.0,0.0,0.03,"Big Blue Bubble Inc., Breakthrough New Media"
DS,Nintendo,2006,Zoo Digital Publishing,0.03,0.0,0.0,0.0,0.03,Other
PC,Microsoft,1992,id Software,0.02,0.0,0.0,0.0,0.03,id Software
XB,Microsoft,2003,Capcom,0.02,0.01,0.0,0.0,0.03,Atomic Planet Entertainment
X360,Microsoft,2011,Capcom,0.0,0.0,0.03,0.0,0.03,Other
GBA,Nintendo,2004,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03,Prograph
PSP,Sony,2010,From Software,0.0,0.0,0.03,0.0,0.03,From Software
PS,Sony,1997,Agetec,0.02,0.01,0.0,0.0,0.03,Other
Wii,Nintendo,2010,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,Other
XB,Microsoft,2006,Namco Bandai Games,0.02,0.01,0.0,0.0,0.03,Monkey Bar Games
GBA,Nintendo,2003,Capcom,0.02,0.01,0.0,0.0,0.03,Disney Interactive
XB,Microsoft,2005,Global Star,0.02,0.01,0.0,0.0,0.03,Celeris
PSV,Sony,2015,Sega,0.0,0.0,0.03,0.0,0.03,Other
PC,Microsoft,1988,Maxis,0.0,0.02,0.0,0.01,0.03,Maxis
PSP,Sony,2008,Sony Computer Entertainment,0.0,0.0,0.03,0.0,0.03,Other
PC,Microsoft,2009,Electronic Arts,0.0,0.03,0.0,0.0,0.03,EA Bright Light
PSV,Sony,2015,Kaga Create,0.0,0.0,0.03,0.0,0.03,Other
Wii,Nintendo,2010,Destineer,0.03,0.0,0.0,0.0,0.03,Destineer
PSV,Sony,2015,Idea Factory,0.01,0.01,0.01,0.0,0.03,Other
DS,Nintendo,2010,Nexon,0.0,0.0,0.03,0.0,0.03,Other
DS,Nintendo,2010,JoWood Productions,0.0,0.03,0.0,0.0,0.03,Dreamcatcher
PC,Microsoft,2012,Bethesda Softworks,0.0,0.02,0.0,0.0,0.03,id Software
DS,Nintendo,2009,Activision,0.03,0.0,0.0,0.0,0.03,Virtuos
3DS,Nintendo,2015,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,Other
GBA,Nintendo,2005,Atari,0.02,0.01,0.0,0.0,0.03,Magic Pockets
PS2,Sony,2002,Sega,0.01,0.01,0.0,0.0,0.03,NEC Interchannel
PCFX,Other,1996,NEC,0.0,0.0,0.03,0.0,0.03,Other
PS3,Sony,2015,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,Koei Tecmo Games
PS2,Sony,2008,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,Other
PSP,Sony,2011,Unknown,0.0,0.0,0.03,0.0,0.03,Other
GBA,Nintendo,2001,Ubisoft,0.02,0.01,0.0,0.0,0.03,Torus Games
PSV,Sony,2015,dramatic create,0.0,0.0,0.03,0.0,0.03,Other
DS,Nintendo,2007,THQ,0.03,0.0,0.0,0.0,0.03,Other
SNES,Nintendo,1995,Sunsoft,0.0,0.0,0.03,0.0,0.03,Other
XB,Microsoft,2006,Mad Catz,0.02,0.01,0.0,0.0,0.03,"Aqua Pacific, In2Games"
3DS,Nintendo,2015,Little Orbit,0.0,0.03,0.0,0.0,0.03,"Vicious Cycle, Little Orbit"
PSP,Sony,2012,Quinrose,0.0,0.0,0.03,0.0,0.03,Other
PC,Microsoft,2008,Atari,0.0,0.02,0.0,0.0,0.03,SimBin
PS3,Sony,2006,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,Other
PSP,Sony,2009,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,Other
PC,Microsoft,2014,Square Enix,0.0,0.03,0.0,0.0,0.03,"City Interactive, Deck 13"
PSP,Sony,2007,Sony Computer Entertainment,0.03,0.0,0.0,0.0,0.03,SCEA
PC,Microsoft,2008,Pinnacle,0.0,0.02,0.0,0.0,0.03,Ironclad Games
PSV,Sony,2015,5pb,0.0,0.0,0.03,0.0,0.03,Other
X360,Microsoft,2011,Telltale Games,0.01,0.02,0.0,0.0,0.03,Other
3DS,Nintendo,2014,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,Other
DS,Nintendo,2009,Square Enix,0.0,0.0,0.03,0.0,0.03,Other
PC,Microsoft,2012,Take-Two Interactive,0.0,0.02,0.0,0.0,0.03,Visual Concepts
PC,Microsoft,2007,Ubisoft,0.0,0.02,0.0,0.0,0.03,Capcom
PS2,Sony,2005,Namco Bandai Games,0.01,0.01,0.0,0.0,0.03,Natsume
PC,Microsoft,2008,Activision,0.01,0.01,0.0,0.0,0.03,Treyarch
DS,Nintendo,2007,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,Other
PSP,Sony,2013,Asgard,0.0,0.0,0.03,0.0,0.03,Other
XOne,Microsoft,2016,Telltale Games,0.02,0.01,0.0,0.0,0.03,Telltale Games
XB,Microsoft,2003,BAM! Entertainment,0.02,0.01,0.0,0.0,0.03,Other
DS,Nintendo,2007,10TACLE Studios,0.0,0.03,0.0,0.0,0.03,Other
PS,Sony,1996,Virgin Interactive,0.02,0.01,0.0,0.0,0.03,Other
DS,Nintendo,2008,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,Other
XB,Microsoft,2002,Xicat Interactive,0.02,0.01,0.0,0.0,0.03,Panther Software
GC,Nintendo,2003,Electronic Arts,0.02,0.01,0.0,0.0,0.03,Attention To Detail
PC,Microsoft,2009,THQ,0.0,0.02,0.0,0.01,0.03,Blue Fang Games
PS2,Sony,2006,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,Other
DS,Nintendo,2009,Level 5,0.0,0.0,0.03,0.0,0.03,Other
PC,Microsoft,2009,Take-Two Interactive,0.0,0.02,0.0,0.0,0.03,Other
X360,Microsoft,2011,Microsoft Game Studios,0.03,0.0,0.0,0.0,0.03,Various
GBA,Nintendo,2002,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03,Naps Team
DS,Nintendo,2008,SouthPeak Games,0.03,0.0,0.0,0.0,0.03,TopWare Interactive
XB,Microsoft,2004,JoWood Productions,0.02,0.01,0.0,0.0,0.03,Other
PS3,Sony,2010,Tradewest,0.0,0.02,0.0,0.01,0.03,49Games
GBA,Nintendo,2006,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,Other
DS,Nintendo,2009,D3Publisher,0.0,0.0,0.03,0.0,0.03,Other
PSP,Sony,2012,BushiRoad,0.0,0.0,0.03,0.0,0.03,Other
PSV,Sony,2014,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,Other
PSP,Sony,2010,Sting,0.0,0.0,0.03,0.0,0.03,Other
Wii,Nintendo,2015,Namco Bandai Games,0.0,0.03,0.0,0.0,0.03,"Torus Games, Little Orbit"
PS3,Sony,2015,Bigben Interactive,0.0,0.02,0.0,0.0,0.03,EKO Software
PC,Microsoft,2010,Paradox Interactive,0.0,0.02,0.0,0.0,0.03,Nitro Games
PC,Microsoft,2011,Disney Interactive Studios,0.03,0.0,0.0,0.0,0.03,Traveller's Tales
PSP,Sony,2006,Codemasters,0.03,0.0,0.0,0.0,0.03,Sumo Digital
DS,Nintendo,2010,Alchemist,0.0,0.0,0.03,0.0,0.03,Other
PS4,Sony,2016,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,Omega Force
GBA,Nintendo,2003,THQ,0.02,0.01,0.0,0.0,0.03,Natsume
PC,Microsoft,2004,Electronic Arts,0.01,0.01,0.0,0.0,0.03,Other
PSV,Sony,2016,Compile Heart,0.0,0.0,0.03,0.0,0.03,Other
PS3,Sony,2011,Unknown,0.0,0.0,0.03,0.0,0.03,Other
PSV,Sony,2015,TGL,0.0,0.0,0.03,0.0,0.03,Other
WiiU,Nintendo,2016,Deep Silver,0.02,0.01,0.0,0.0,0.03,Inti Creates
PS,Sony,2000,Titus,0.02,0.01,0.0,0.0,0.03,Other
DS,Nintendo,2008,ValuSoft,0.03,0.0,0.0,0.0,0.03,Other
X360,Microsoft,2010,Cave,0.0,0.0,0.03,0.0,0.03,Other
PC,Microsoft,2015,Rondomedia,0.0,0.03,0.0,0.0,0.03,Other
PSV,Sony,2016,Screenlife,0.0,0.0,0.03,0.0,0.03,Other
GBA,Nintendo,2006,Nintendo,0.0,0.0,0.03,0.0,0.03,Other
PC,Microsoft,2013,Namco Bandai Games,0.0,0.02,0.0,0.0,0.03,Other
XB,Microsoft,2002,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03,Konami
PS2,Sony,2006,Broccoli,0.0,0.0,0.03,0.0,0.03,Other
DS,Nintendo,2008,Activision,0.02,0.0,0.0,0.0,0.03,Artificial Mind and Movement
PSP,Sony,2010,Sony Computer Entertainment,0.0,0.0,0.03,0.0,0.03,Other
PSV,Sony,2016,Idea Factory International,0.0,0.02,0.0,0.01,0.03,Compile Heart
PS4,Sony,2015,Devolver Digital,0.0,0.02,0.0,0.0,0.03,Croteam
GBA,Nintendo,2002,ESP,0.0,0.0,0.03,0.0,0.03,Other
PSP,Sony,2010,Idea Factory,0.0,0.0,0.03,0.0,0.03,Other
PSP,Sony,2005,Idea Factory,0.03,0.0,0.0,0.0,0.03,"Neverland, Idea Factory"
XB,Microsoft,2004,Ubisoft,0.02,0.01,0.0,0.0,0.03,Microids
XB,Microsoft,2003,Xicat Interactive,0.02,0.01,0.0,0.0,0.03,Kuju Entertainment
PC,Microsoft,2009,Number None,0.0,0.02,0.0,0.0,0.03,"Number None Inc., Knockout Games"
3DS,Nintendo,2015,Rocket Company,0.0,0.0,0.03,0.0,0.03,Other
DS,Nintendo,2013,Unknown,0.0,0.03,0.0,0.0,0.03,TT Games
DS,Nintendo,2009,Sega,0.0,0.0,0.03,0.0,0.03,Other
PC,Microsoft,2002,Microids,0.0,0.02,0.0,0.0,0.03,Microids
Wii,Nintendo,2009,Zoo Games,0.03,0.0,0.0,0.0,0.03,Team6 Game Studios
DS,Nintendo,2009,Level 5,0.0,0.0,0.03,0.0,0.03,Other
PSP,Sony,2010,SNK Playmore,0.0,0.0,0.03,0.0,0.03,Other
Wii,Nintendo,2009,Crave Entertainment,0.03,0.0,0.0,0.0,0.03,Other
DS,Nintendo,2006,505 Games,0.03,0.0,0.0,0.0,0.03,"Taito Corporation, 505 Games"
PSP,Sony,2011,Idea Factory,0.0,0.0,0.03,0.0,0.03,Other
PC,Microsoft,2008,Kalypso Media,0.0,0.02,0.0,0.0,0.03,Legacy Interactive
DS,Nintendo,2010,Foreign Media Games,0.03,0.0,0.0,0.0,0.03,Other
PC,Microsoft,2009,Activision,0.01,0.01,0.0,0.0,0.03,Beenox
PS,Sony,2000,Sony Computer Entertainment,0.02,0.01,0.0,0.0,0.03,Other
GC,Nintendo,2002,Midway Games,0.02,0.01,0.0,0.0,0.03,Kuju Entertainment
PSP,Sony,2013,Broccoli,0.0,0.0,0.03,0.0,0.03,Other
PSV,Sony,2015,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,Other
GBA,Nintendo,2005,THQ,0.02,0.01,0.0,0.0,0.03,SkyRiver Studios
SNES,Nintendo,1994,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,Other
DS,Nintendo,2005,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,Other
PS2,Sony,2008,Tryfirst,0.0,0.0,0.03,0.0,0.03,Other
X360,Microsoft,2012,D3Publisher,0.0,0.0,0.03,0.0,0.03,Other
PC,Microsoft,2015,Milestone S.r.l.,0.0,0.03,0.0,0.0,0.03,Milestone S.r.l
XB,Microsoft,2005,SNK Playmore,0.02,0.01,0.0,0.0,0.03,SNK
XB,Microsoft,2002,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03,Konami
PSP,Sony,2011,Sony Computer Entertainment,0.0,0.02,0.0,0.01,0.03,Other
DS,Nintendo,2008,Neko Entertainment,0.03,0.0,0.0,0.0,0.03,Conspiracy Entertainment
PSP,Sony,2011,FuRyu,0.0,0.0,0.03,0.0,0.03,Other
PS2,Sony,2009,D3Publisher,0.0,0.0,0.03,0.0,0.03,Other
PSP,Sony,2011,Alchemist,0.0,0.0,0.03,0.0,0.03,Other
PSP,Sony,2010,Yeti,0.0,0.0,0.03,0.0,0.03,Other
PSP,Sony,2012,Ackkstudios,0.0,0.0,0.03,0.0,0.03,Other
Wii,Nintendo,2009,Storm City Games,0.03,0.0,0.0,0.0,0.03,Storm City Games
DS,Nintendo,2008,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,Other
PS3,Sony,2012,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,Other
DS,Nintendo,2006,Success,0.0,0.0,0.03,0.0,0.03,Other
GC,Nintendo,2005,Ignition Entertainment,0.02,0.01,0.0,0.0,0.03,Warthog
PS3,Sony,2010,Sony Computer Entertainment,0.0,0.02,0.0,0.01,0.03,Other
PSV,Sony,2016,5pb,0.0,0.0,0.03,0.0,0.03,Other
PSV,Sony,2011,D3Publisher,0.0,0.0,0.03,0.0,0.03,Other
PC,Microsoft,2010,Warner Bros. Interactive Entertainment,0.02,0.01,0.0,0.0,0.03,Traveller's Tales
PS3,Sony,2013,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,Other
PC,Microsoft,2016,Astragon,0.0,0.03,0.0,0.0,0.03,Still Alive Studios
PC,Microsoft,2011,Focus Home Interactive,0.0,0.02,0.0,0.0,0.03,Big Fish Games
PSV,Sony,2016,Idea Factory,0.0,0.0,0.03,0.0,0.03,Other
SAT,Sega,1995,Sega,0.0,0.0,0.03,0.0,0.03,Other
WiiU,Nintendo,2013,D3Publisher,0.01,0.01,0.0,0.0,0.03,Other
DS,Nintendo,2007,Zoo Digital Publishing,0.03,0.0,0.0,0.0,0.03,DSI Games
X360,Microsoft,2011,TopWare Interactive,0.0,0.02,0.0,0.0,0.03,"Targem Games, TopWare Interactive"
X360,Microsoft,2011,Capcom,0.0,0.0,0.03,0.0,0.03,Other
X360,Microsoft,2014,Activision,0.02,0.0,0.0,0.0,0.03,Cauldron Ltd.
PSV,Sony,2013,CyberFront,0.0,0.0,0.03,0.0,0.03,Other
PSP,Sony,2009,Oxygen Interactive,0.02,0.0,0.0,0.0,0.03,Twelve Games
DS,Nintendo,2006,Majesco Entertainment,0.03,0.0,0.0,0.0,0.03,Backbone Entertainment
PS4,Sony,2016,FuRyu Corporation,0.01,0.01,0.0,0.0,0.03,Other
PC,Microsoft,2006,Ubisoft,0.0,0.02,0.0,0.0,0.03,Other
PS3,Sony,2009,Sony Computer Entertainment,0.0,0.0,0.03,0.0,0.03,SCE Japan Studio
GBA,Nintendo,2002,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03,Konami
PSV,Sony,2016,Compile Heart,0.0,0.0,0.03,0.0,0.03,Other
Wii,Nintendo,2010,Nordcurrent,0.02,0.0,0.0,0.0,0.03,Nordcurrent
PS2,Sony,2008,GN Software,0.0,0.0,0.03,0.0,0.03,Other
PSP,Sony,2011,Alchemist,0.0,0.0,0.03,0.0,0.03,Other
X360,Microsoft,2011,Capcom,0.0,0.0,0.03,0.0,0.03,Other
PS3,Sony,2009,Sony Computer Entertainment,0.0,0.02,0.0,0.01,0.03,Other
PC,Microsoft,2012,Daedalic Entertainment,0.0,0.02,0.0,0.0,0.03,Amanita Design
PS2,Sony,2005,Yuke's,0.01,0.01,0.0,0.0,0.03,Yuke's
GBA,Nintendo,2003,Take-Two Interactive,0.02,0.01,0.0,0.0,0.03,Mobius Entertainment
PS,Sony,1998,Empire Interactive,0.02,0.01,0.0,0.0,0.03,Other
DS,Nintendo,2009,RTL,0.03,0.0,0.0,0.0,0.03,B-Alive
PSP,Sony,2011,Asgard,0.0,0.0,0.03,0.0,0.03,Other
PS,Sony,1997,Psygnosis,0.02,0.01,0.0,0.0,0.03,Other
XB,Microsoft,2003,Capcom,0.02,0.01,0.0,0.0,0.03,Capcom
Wii,Nintendo,2007,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,Other
3DS,Nintendo,2011,Konami Digital Entertainment,0.02,0.0,0.0,0.0,0.03,Other
PSP,Sony,2011,Alchemist,0.0,0.0,0.03,0.0,0.03,Other
PS2,Sony,2007,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,Other
X360,Microsoft,2010,Home Entertainment Suppliers,0.0,0.02,0.0,0.0,0.03,Other
PSP,Sony,2006,Ubisoft,0.02,0.0,0.0,0.0,0.03,Quicksilver Software
PC,Microsoft,2001,Strategy First,0.0,0.02,0.0,0.0,0.03,GSC Game World
PSV,Sony,2016,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03,Other
PS3,Sony,2014,Nordic Games,0.02,0.01,0.0,0.0,0.03,Nordic Games Publishing
GC,Nintendo,2003,Acclaim Entertainment,0.02,0.01,0.0,0.0,0.03,Other
PS3,Sony,2016,Capcom,0.0,0.0,0.03,0.0,0.03,Other
PSV,Sony,2015,TGL,0.0,0.0,0.03,0.0,0.03,Other
XB,Microsoft,2006,Take-Two Interactive,0.02,0.01,0.0,0.0,0.03,"Kush Games, Visual Concepts"
GC,Nintendo,2003,Capcom,0.02,0.01,0.0,0.0,0.03,Capcom
PSP,Sony,2011,Idea Factory,0.0,0.0,0.03,0.0,0.03,Other
DS,Nintendo,2010,Nintendo,0.0,0.02,0.0,0.0,0.03,Other
GBA,Nintendo,2006,Activision,0.02,0.01,0.0,0.0,0.03,"Machineworks Northwest, WXP"
GBA,Nintendo,2002,Acclaim Entertainment,0.02,0.01,0.0,0.0,0.03,Full-Fat
PSV,Sony,2015,FuRyu,0.0,0.0,0.03,0.0,0.03,Other
DS,Nintendo,2009,Creative Core,0.0,0.0,0.03,0.0,0.03,Other
PSV,Sony,2013,Arc System Works,0.01,0.0,0.01,0.0,0.03,Arc System Works
DS,Nintendo,2007,Rising Star Games,0.03,0.0,0.0,0.0,0.03,Headlock
XB,Microsoft,2005,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03,Hudson Soft
DS,Nintendo,2011,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,Other
DS,Nintendo,2007,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,Other
3DS,Nintendo,2015,Alchemist,0.0,0.0,0.03,0.0,0.03,Other
PSP,Sony,2009,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,Other
PSP,Sony,2009,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03,Other
SAT,Sega,1995,Taito,0.0,0.0,0.03,0.0,0.03,Other
PSP,Sony,2009,Sony Computer Entertainment,0.0,0.0,0.03,0.0,0.03,Other
PS2,Sony,2001,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,Other
PC,Microsoft,2006,Deep Silver,0.0,0.02,0.0,0.0,0.03,Black Hole Games
PSP,Sony,2012,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,Other
PS3,Sony,2012,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,Other
PS2,Sony,2007,Banpresto,0.0,0.0,0.03,0.0,0.03,Other
PS2,Sony,2006,Tecmo Koei,0.01,0.01,0.0,0.0,0.03,Micro Cabin
PSV,Sony,2013,System 3,0.01,0.01,0.0,0.01,0.03,System 3
GC,Nintendo,2003,Capcom,0.01,0.0,0.01,0.0,0.03,Capcom
Wii,Nintendo,2007,Ubisoft,0.01,0.01,0.0,0.0,0.03,Reflections Interactive
PC,Microsoft,2004,Electronic Arts,0.0,0.02,0.0,0.0,0.03,Digital Illusions
